user_id,total_interacciones,necesidad_principal,canal_preferido,ratio_ruido,clusters_frecuentes,primera_interaccion,ultima_interaccion
USR-14676,1,"Virtual, Puedo, Cambiar, Cómo, Si",1,0.00%,"{""Virtual, Puedo, Cambiar, Cómo, Si"": 1}",18/09/2025 00:00,18/09/2025 00:00
USR-14677,4,"Gracias, Muchas, Bien, Momento, Ok",1,50.00%,"{""Ruido"": 2, ""Gracias, Muchas, Bien, Momento, Ok"": 1, ""000, Enganche, Si, Mil, 100"": 1}",09/11/2025 00:00,09/11/2025 00:00
USR-14678,4,"Puedo, Física, Si, Cómo, Solicitar",1,25.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3, ""Ruido"": 1}",01/10/2025 00:00,01/10/2025 00:00
USR-14679,6,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,33.33%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 3, ""Ruido"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",18/11/2025 00:00,18/11/2025 00:00
USR-14680,2,"Crédito, Credito, Solicitar, Quiero, Puedo",1,50.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Ruido"": 1}",08/11/2025 00:00,08/11/2025 00:00
USR-14681,4,"Tiempo, Cuánto, Horario, Tarda, Días",2,75.00%,"{""Ruido"": 3, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",,
USR-14682,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,66.67%,"{""Ruido"": 2, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",28/08/2025 00:00,28/08/2025 00:00
USR-14683,3,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 3}",11/07/2025 00:00,11/07/2025 00:00
USR-14684,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",18/10/2025 00:00,18/10/2025 00:00
USR-14685,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3}",01/09/2025 00:00,01/09/2025 00:00
USR-14686,2,"Correo, Cambiar, Electrónico, Puedo, Cambio",1,50.00%,"{""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1, ""Ruido"": 1}",15/07/2025 00:00,15/07/2025 00:00
USR-14687,1,"Débito, Deuda, Debito, Crédito, Si",1,0.00%,"{""Débito, Deuda, Debito, Crédito, Si"": 1}",16/08/2025 00:00,16/08/2025 00:00
USR-14688,6,"Cómo, Abrir, Puedo, Si, Validar",1,50.00%,"{""Ruido"": 3, ""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Número, Teléfono, Numero, Puedo, Llamar"": 1, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1}",09/08/2025 00:00,14/08/2025 00:00
USR-14689,4,"Atención, Número, Clientes, Cliente, Centro",2,75.00%,"{""Ruido"": 3, ""Atención, Número, Clientes, Cliente, Centro"": 1}",,
USR-14690,2,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",30/08/2025 00:00,30/08/2025 00:00
USR-14691,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,0.00%,"{""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",09/08/2025 00:00,21/08/2025 00:00
USR-14692,3,"Pay, Apple, Verificar, Cómo, Puedo",1,33.33%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1, ""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",23/09/2025 00:00,30/10/2025 00:00
USR-14693,3,"Crédito, Aparece, Puedo, Credito, Garantizada",1,33.33%,"{""Crédito, Aparece, Puedo, Credito, Garantizada"": 1, ""Ruido"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",14/10/2025 00:00,14/10/2025 00:00
USR-14694,1,"Crédito, Aparece, Puedo, Credito, Garantizada",1,0.00%,"{""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",06/08/2025 00:00,06/08/2025 00:00
USR-14695,4,"Si, Puedo, Quiero, Aparece, Cómo",2,25.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Ruido"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",,
USR-14696,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 2}",23/07/2025 00:00,23/07/2025 00:00
USR-14697,5,"Puedo, Física, Si, Cómo, Solicitar",1,40.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Crédito, Aparece, Puedo, Credito, Garantizada"": 1}",14/08/2025 00:00,04/09/2025 00:00
USR-14698,2,"Cargo, Reportar, Reconocido, Cómo, Reporte",1,50.00%,"{""Ruido"": 1, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1}",23/08/2025 00:00,13/09/2025 00:00
USR-14699,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-14700,3,"000, Enganche, Si, Mil, 100",1,33.33%,"{""000, Enganche, Si, Mil, 100"": 1, ""Ruido"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",15/09/2025 00:00,15/09/2025 00:00
USR-14701,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",11/10/2025 00:00,11/10/2025 00:00
USR-14702,3,"Si, Puedo, Quiero, Aparece, Cómo",1,66.67%,"{""Ruido"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",08/10/2025 00:00,08/10/2025 00:00
USR-14703,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",13/07/2025 00:00,13/07/2025 00:00
USR-14704,4,"Número, Teléfono, Numero, Puedo, Llamar",1,75.00%,"{""Ruido"": 3, ""Número, Teléfono, Numero, Puedo, Llamar"": 1}",16/08/2025 00:00,21/08/2025 00:00
USR-14705,3,"Token, Correcto, Encuentro, Cómo, Dice",2,33.33%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Ruido"": 1}",,
USR-14706,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Cómo, Abrir, Puedo, Si, Validar"": 1}",07/10/2025 00:00,07/10/2025 00:00
USR-14707,7,"Crédito, Personal, Credito, Puedo, Quiero",1,85.71%,"{""Ruido"": 6, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",06/09/2025 00:00,06/09/2025 00:00
USR-14708,3,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",01/10/2025 00:00,01/10/2025 00:00
USR-14709,3,"Clave, Interbancaria, Puedo, Ver, Dónde",1,33.33%,"{""Clave, Interbancaria, Puedo, Ver, Dónde"": 1, ""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",24/10/2025 00:00,24/10/2025 00:00
USR-14710,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",27/09/2025 00:00,27/09/2025 00:00
USR-14711,2,"Si, Puedo, Quiero, Aparece, Cómo",1,50.00%,"{""Ruido"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",09/10/2025 00:00,09/10/2025 00:00
USR-14712,3,"Cómo, Abrir, Puedo, Si, Validar",1,33.33%,"{""Cómo, Abrir, Puedo, Si, Validar"": 1, ""Ruido"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",09/08/2025 00:00,09/08/2025 00:00
USR-14713,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",26/09/2025 00:00,26/09/2025 00:00
USR-14714,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-14715,1,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1}",16/11/2025 00:00,16/11/2025 00:00
USR-14716,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",05/08/2025 00:00,05/08/2025 00:00
USR-14717,6,"000, Enganche, Si, Mil, 100",1,66.67%,"{""Ruido"": 4, ""000, Enganche, Si, Mil, 100"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",09/09/2025 00:00,10/09/2025 00:00
USR-14718,2,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,50.00%,"{""Ruido"": 1, ""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1}",11/08/2025 00:00,11/08/2025 00:00
USR-14719,1,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1}",04/09/2025 00:00,04/09/2025 00:00
USR-14720,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-14721,5,"Aplicación, Puedo, Cómo, Actualizar, Si",2,0.00%,"{""Aplicación, Puedo, Cómo, Actualizar, Si"": 2, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",05/11/2025 00:00,05/11/2025 00:00
USR-14722,5,"Crédito, Línea, Aumento, Aumentar, Linea",1,60.00%,"{""Ruido"": 3, ""Crédito, Línea, Aumento, Aumentar, Linea"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",26/08/2025 00:00,26/08/2025 00:00
USR-14723,3,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,0.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1}",30/08/2025 00:00,30/08/2025 00:00
USR-14724,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,0.00%,"{""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1, ""Pesos, Mil, Meses, 000, Si"": 1}",29/08/2025 00:00,29/08/2025 00:00
USR-14725,4,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1}",17/07/2025 00:00,17/07/2025 00:00
USR-14726,6,"Débito, Deuda, Debito, Crédito, Si",1,16.67%,"{""Débito, Deuda, Debito, Crédito, Si"": 2, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 2, ""Ruido"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",29/07/2025 00:00,05/09/2025 00:00
USR-14727,3,"Si, Puedo, Quiero, Aparece, Cómo",1,33.33%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Virtual, Puedo, Cambiar, Cómo, Si"": 1, ""Ruido"": 1}",14/07/2025 00:00,14/07/2025 00:00
USR-14728,7,"Límite, Depósitos, Puedo, Cuál, Depósito",1,57.14%,"{""Ruido"": 4, ""Límite, Depósitos, Puedo, Cuál, Depósito"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",25/09/2025 00:00,25/09/2025 00:00
USR-14729,3,"Correo, Cambiar, Electrónico, Puedo, Cambio",1,33.33%,"{""Ruido"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",16/11/2025 00:00,16/11/2025 00:00
USR-14730,3,"Aplicación, Puedo, Cómo, Actualizar, Si",1,66.67%,"{""Ruido"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",30/08/2025 00:00,30/08/2025 00:00
USR-14731,4,"Meses, 000, Enganche, 60, 36",1,50.00%,"{""Ruido"": 2, ""Meses, 000, Enganche, 60, 36"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",11/09/2025 00:00,11/09/2025 00:00
USR-14732,6,"Norte, Pal, Puedo, Extranjero, Beneficios",1,83.33%,"{""Ruido"": 5, ""Norte, Pal, Puedo, Extranjero, Beneficios"": 1}",30/07/2025 00:00,01/08/2025 00:00
USR-14733,7,"Si, Puedo, Quiero, Aparece, Cómo",1,0.00%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 3, ""Cargo, Reportar, Reconocido, Cómo, Reporte"": 1, ""Hablar, Asesor, Quiero, Ejecutivo, Puedo"": 1, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1}",11/10/2025 00:00,11/10/2025 00:00
USR-14734,7,"Inversión, Puedo, Cómo, Inversiones, Invertir",1,71.43%,"{""Ruido"": 5, ""Inversión, Puedo, Cómo, Inversiones, Invertir"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",16/09/2025 00:00,17/09/2025 00:00
USR-14735,2,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2}",23/07/2025 00:00,23/07/2025 00:00
USR-14736,7,"Puedo, Física, Si, Cómo, Solicitar",2,28.57%,"{""Puedo, Física, Si, Cómo, Solicitar"": 3, ""Ruido"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",,
USR-14737,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,33.33%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1, ""Ruido"": 1}",23/10/2025 00:00,23/10/2025 00:00
USR-14738,2,"Auto, Crédito, Quiero, Automotriz, Credito",1,50.00%,"{""Ruido"": 1, ""Auto, Crédito, Quiero, Automotriz, Credito"": 1}",19/10/2025 00:00,19/10/2025 00:00
USR-14739,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Atención, Número, Clientes, Cliente, Centro"": 1}",03/09/2025 00:00,03/09/2025 00:00
USR-14740,1,"Crédito, Credito, Solicitar, Quiero, Puedo",1,0.00%,"{""Crédito, Credito, Solicitar, Quiero, Puedo"": 1}",25/08/2025 00:00,25/08/2025 00:00
USR-14741,3,"Número, Teléfono, Numero, Puedo, Llamar",1,0.00%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",23/09/2025 00:00,11/10/2025 00:00
USR-14742,2,"Puedo, Física, Si, Cómo, Solicitar",2,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",14/08/2025 00:00,14/08/2025 00:00
USR-14743,4,"Préstamo, Personal, Quiero, Puedo, Solicitar",1,0.00%,"{""Préstamo, Personal, Quiero, Puedo, Solicitar"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Hablar, Puedo, Quiero, Contacto, Alguien"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-14744,2,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,50.00%,"{""Ruido"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",08/09/2025 00:00,27/09/2025 00:00
USR-14745,4,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 2}",19/08/2025 00:00,19/08/2025 00:00
USR-14746,1,"Número, Teléfono, Numero, Puedo, Llamar",1,0.00%,"{""Número, Teléfono, Numero, Puedo, Llamar"": 1}",08/08/2025 00:00,08/08/2025 00:00
USR-14747,7,"Puedo, Bancos, Banregio, Independiente, Transferencia",1,42.86%,"{""Ruido"": 3, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 2, ""Tiempo, Cuánto, Horario, Tarda, Días"": 1, ""Gracias, Muchas, Bien, Momento, Ok"": 1}",21/08/2025 00:00,21/08/2025 00:00
USR-14748,2,"Débito, Deuda, Debito, Crédito, Si",1,0.00%,"{""Débito, Deuda, Debito, Crédito, Si"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-14749,3,"Puedo, Física, Si, Cómo, Solicitar",1,66.67%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",17/10/2025 00:00,17/10/2025 00:00
USR-14750,1,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-14751,3,"Aplicación, Puedo, Cómo, Actualizar, Si",1,66.67%,"{""Ruido"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",02/08/2025 00:00,02/08/2025 00:00
USR-14752,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",13/10/2025 00:00,13/10/2025 00:00
USR-14753,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",03/09/2025 00:00,03/09/2025 00:00
USR-14754,4,"Auto, Crédito, Quiero, Automotriz, Credito",2,0.00%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 2, ""Pesos, Mil, Meses, 000, Si"": 2}",,
USR-14755,4,"Cancelar, Crédito, Quiero, Cómo, Credito",1,0.00%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",05/09/2025 00:00,05/09/2025 00:00
USR-14756,2,"Cancelar, Quiero, Cómo, Cancelo, Eliminar",1,50.00%,"{""Ruido"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",26/09/2025 00:00,26/09/2025 00:00
USR-14757,4,"Correo, Cambiar, Electrónico, Puedo, Cambio",1,75.00%,"{""Ruido"": 3, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1}",14/10/2025 00:00,14/10/2025 00:00
USR-14758,5,"Pesos, Mil, Meses, 000, Si",1,40.00%,"{""Ruido"": 2, ""Pesos, Mil, Meses, 000, Si"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1}",27/10/2025 00:00,27/10/2025 00:00
USR-14759,8,"Puedo, Física, Si, Cómo, Solicitar",1,12.50%,"{""Puedo, Física, Si, Cómo, Solicitar"": 4, ""Si, Puedo, Quiero, Aparece, Cómo"": 3, ""Ruido"": 1}",01/09/2025 00:00,05/09/2025 00:00
USR-14760,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",22/09/2025 00:00,22/09/2025 00:00
USR-14761,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",26/09/2025 00:00,26/09/2025 00:00
USR-14762,1,"Pay, Apple, Verificar, Cómo, Puedo",1,0.00%,"{""Pay, Apple, Verificar, Cómo, Puedo"": 1}",28/07/2025 00:00,28/07/2025 00:00
USR-14763,5,"Puedo, Física, Si, Cómo, Solicitar",1,40.00%,"{""Ruido"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Débito, Deuda, Debito, Crédito, Si"": 1}",05/11/2025 00:00,11/11/2025 00:00
USR-14764,2,"Token, Correcto, Encuentro, Cómo, Dice",1,50.00%,"{""Ruido"": 1, ""Token, Correcto, Encuentro, Cómo, Dice"": 1}",18/10/2025 00:00,02/11/2025 00:00
USR-14765,3,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 2, ""Si, Puedo, Quiero, Aparece, Cómo"": 1}",24/10/2025 00:00,24/10/2025 00:00
USR-14766,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",02/09/2025 00:00,02/09/2025 00:00
USR-14767,7,"Si, Puedo, Quiero, Aparece, Cómo",1,28.57%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 4, ""Ruido"": 2, ""Dinero, Pago, Puedo, Compra, Si"": 1}",20/09/2025 00:00,24/09/2025 00:00
USR-14768,5,"Pesos, Mil, Meses, 000, Si",1,40.00%,"{""Ruido"": 2, ""Pesos, Mil, Meses, 000, Si"": 1, ""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",25/10/2025 00:00,02/11/2025 00:00
USR-14769,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Ruido"": 1, ""Puedo, Física, Si, Cómo, Solicitar"": 1}",23/07/2025 00:00,23/07/2025 00:00
USR-14770,3,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2, ""Atención, Número, Clientes, Cliente, Centro"": 1}",02/11/2025 00:00,07/11/2025 00:00
USR-14772,6,"Dinero, Pago, Puedo, Compra, Si",1,50.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 3, ""Ruido"": 3}",10/10/2025 00:00,10/10/2025 00:00
USR-14773,5,"Aplicación, Puedo, Cómo, Actualizar, Si",1,40.00%,"{""Ruido"": 2, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1, ""Correo, Cambiar, Electrónico, Puedo, Cambio"": 1, ""Crédito, Personal, Credito, Puedo, Quiero"": 1}",21/08/2025 00:00,03/09/2025 00:00
USR-14774,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",10/11/2025 00:00,10/11/2025 00:00
USR-14775,3,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar",1,33.33%,"{""Movimiento, Movimientos, Reconozco, Reconocido, Reportar"": 1, ""Crédito, Credito, Solicitar, Quiero, Puedo"": 1, ""Ruido"": 1}",20/09/2025 00:00,20/09/2025 00:00
USR-14776,2,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,50.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 1, ""Ruido"": 1}",07/11/2025 00:00,07/11/2025 00:00
USR-14777,3,"Préstamo, Personal, Quiero, Puedo, Solicitar",1,0.00%,"{""Préstamo, Personal, Quiero, Puedo, Solicitar"": 3}",09/09/2025 00:00,09/09/2025 00:00
USR-14778,1,"Token, Correcto, Encuentro, Cómo, Dice",1,0.00%,"{""Token, Correcto, Encuentro, Cómo, Dice"": 1}",17/07/2025 00:00,17/07/2025 00:00
USR-14779,2,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 2}",06/11/2025 00:00,07/11/2025 00:00
USR-14780,3,"Auto, Crédito, Quiero, Automotriz, Credito",1,33.33%,"{""Auto, Crédito, Quiero, Automotriz, Credito"": 1, ""Auto, 000, Enganche, Quiero, Meses"": 1, ""Ruido"": 1}",20/08/2025 00:00,20/08/2025 00:00
USR-14781,1,"Límite, Depósitos, Puedo, Cuál, Depósito",1,0.00%,"{""Límite, Depósitos, Puedo, Cuál, Depósito"": 1}",04/08/2025 00:00,04/08/2025 00:00
USR-14782,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",13/10/2025 00:00,13/10/2025 00:00
USR-14783,5,"Transferencia, Transferencias, Puedo, Transferir, Hacer",1,40.00%,"{""Transferencia, Transferencias, Puedo, Transferir, Hacer"": 3, ""Ruido"": 2}",14/08/2025 00:00,02/10/2025 00:00
USR-14784,1,"Débito, Deuda, Debito, Crédito, Si",1,0.00%,"{""Débito, Deuda, Debito, Crédito, Si"": 1}",24/09/2025 00:00,24/09/2025 00:00
USR-14785,2,"Puedo, Física, Si, Cómo, Solicitar",1,50.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Ruido"": 1}",13/09/2025 00:00,13/09/2025 00:00
USR-14786,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",12/09/2025 00:00,12/09/2025 00:00
USR-14787,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",20/08/2025 00:00,20/08/2025 00:00
USR-14788,2,"Puedo, Física, Si, Cómo, Solicitar",2,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",29/09/2025 00:00,29/09/2025 00:00
USR-14789,2,"Dinero, Pago, Puedo, Compra, Si",1,0.00%,"{""Dinero, Pago, Puedo, Compra, Si"": 1, ""Puedo, Bancos, Banregio, Independiente, Transferencia"": 1}",05/11/2025 00:00,05/11/2025 00:00
USR-14790,1,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 1}",12/10/2025 00:00,12/10/2025 00:00
USR-14791,4,"Aplicación, Puedo, Cómo, Actualizar, Si",1,75.00%,"{""Ruido"": 3, ""Aplicación, Puedo, Cómo, Actualizar, Si"": 1}",01/10/2025 00:00,13/10/2025 00:00
USR-14792,2,Desconocido/Ninguno,1,100.00%,"{""Ruido"": 2}",05/10/2025 00:00,05/10/2025 00:00
USR-14793,3,"Puedo, Física, Si, Cómo, Solicitar",1,33.33%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Clabe, Cambio, Cambiar, Si, Cambió"": 1, ""Ruido"": 1}",25/11/2025 00:00,25/11/2025 00:00
USR-14794,1,"Puedo, Física, Si, Cómo, Solicitar",1,0.00%,"{""Puedo, Física, Si, Cómo, Solicitar"": 1}",10/10/2025 00:00,10/10/2025 00:00
USR-14795,1,"000, Enganche, Si, Mil, 100",1,0.00%,"{""000, Enganche, Si, Mil, 100"": 1}",24/09/2025 00:00,24/09/2025 00:00
USR-14796,22,"Virtual, Puedo, Cambiar, Cómo, Si",1,59.09%,"{""Ruido"": 13, ""Virtual, Puedo, Cambiar, Cómo, Si"": 2, ""Gracias, Muchas, Bien, Momento, Ok"": 2, ""Puedo, Física, Si, Cómo, Solicitar"": 1, ""Clave, Interbancaria, Puedo, Ver, Dónde"": 1, ""Si, Puedo, Quiero, Aparece, Cómo"": 1, ""Dinero, Pago, Puedo, Compra, Si"": 1, ""Cancelar, Quiero, Cómo, Cancelo, Eliminar"": 1}",29/08/2025 00:00,03/09/2025 00:00
USR-14797,3,"Si, Puedo, Quiero, Aparece, Cómo",2,33.33%,"{""Si, Puedo, Quiero, Aparece, Cómo"": 2, ""Ruido"": 1}",,
USR-14798,3,"Cancelar, Crédito, Quiero, Cómo, Credito",1,33.33%,"{""Cancelar, Crédito, Quiero, Cómo, Credito"": 2, ""Ruido"": 1}",28/08/2025 00:00,28/08/2025 00:00
