producto_id,user_id,tipo_producto,fecha_apertura,estatus,limite_credito,saldo_actual,utilizacion_pct,tasa_interes_anual,plazo_meses,monto_mensualidad,fecha_ultimo_movimiento,es_dato_sintetico
PRD-00028184,USR-10883,seguro_vida,2024-03-15,activo,,,,,,,2025-10-28,True
PRD-00028185,USR-10884,cuenta_debito,2024-03-04,activo,,435.01,,,,,2025-11-05,True
PRD-00028186,USR-10884,credito_personal,2023-06-21,revision_de_pagos,33000.0,27637.5,0.8375,49.74,18.0,2208.99,2025-11-22,True
PRD-00028187,USR-10885,cuenta_debito,2022-07-02,activo,,35126.07,,,,,2025-09-02,True
PRD-00028188,USR-10885,tarjeta_credito_hey,2025-05-10,activo,133000.0,37160.2,0.2794,31.55,,,2025-10-06,True
PRD-00028189,USR-10886,cuenta_debito,2025-09-24,cancelado,,34810.33,,,,,2025-10-20,True
PRD-00028190,USR-10886,inversion_hey,2022-05-13,activo,,198531.03,,4.07,,,2025-10-17,True
PRD-00028191,USR-10886,tarjeta_credito_hey,2025-08-23,activo,107000.0,18286.3,0.1709,28.15,,,2025-09-08,True
PRD-00028192,USR-10886,seguro_vida,2025-10-03,activo,,,,,,,2025-09-17,True
PRD-00028193,USR-10886,credito_auto,2023-06-07,activo,74000.0,19262.2,0.2603,24.36,48.0,631.82,2025-10-10,True
PRD-00028194,USR-10887,cuenta_debito,2025-11-12,activo,,83108.83,,,,,2025-09-29,True
PRD-00028195,USR-10888,cuenta_debito,2025-08-04,activo,,55711.19,,,,,2025-10-28,True
PRD-00028196,USR-10888,inversion_hey,2025-05-12,activo,,198713.14,,8.68,,,2025-10-24,True
PRD-00028197,USR-10888,tarjeta_credito_hey,2025-05-03,activo,75000.0,6795.0,0.0906,41.61,,,2025-09-17,True
PRD-00028198,USR-10888,credito_auto,2025-02-26,activo,130000.0,10257.0,0.0789,14.41,36.0,352.61,2025-10-15,True
PRD-00028199,USR-10889,cuenta_debito,2022-08-03,activo,,36862.82,,,,,2025-10-05,True
PRD-00028200,USR-10889,tarjeta_credito_hey,2025-04-14,activo,86000.0,18524.4,0.2154,30.28,,,2025-10-14,True
PRD-00028201,USR-10890,cuenta_debito,2025-07-09,activo,,80708.69,,,,,2025-10-22,True
PRD-00028202,USR-10890,tarjeta_credito_hey,2025-08-05,revision_de_pagos,39000.0,27374.1,0.7019,36.98,,,2025-09-09,True
PRD-00028203,USR-10891,cuenta_debito,2025-04-20,activo,,3509.44,,,,,2025-10-11,True
PRD-00028204,USR-10891,tarjeta_credito_hey,2025-07-14,activo,34000.0,7616.0,0.224,29.64,,,2025-11-24,True
PRD-00028205,USR-10892,cuenta_debito,2024-07-27,activo,,56517.77,,,,,2025-11-17,True
PRD-00028206,USR-10892,inversion_hey,2023-10-12,cancelado,,23273.33,,3.83,,,2025-11-24,True
PRD-00028207,USR-10892,seguro_compras,2022-08-02,activo,,,,,,,2025-10-09,True
PRD-00028208,USR-10893,cuenta_debito,2022-11-27,cancelado,,61606.44,,,,,2025-08-30,True
PRD-00028209,USR-10894,cuenta_debito,2022-01-30,activo,,16251.62,,,,,2025-09-16,True
PRD-00028210,USR-10894,inversion_hey,2021-04-19,cancelado,,342359.31,,6.22,,,2025-11-12,True
PRD-00028211,USR-10894,seguro_vida,2021-05-01,activo,,,,,,,2025-09-01,True
PRD-00028212,USR-10895,cuenta_debito,2024-09-08,cancelado,,16712.54,,,,,2025-11-12,True
PRD-00028213,USR-10895,inversion_hey,2024-06-30,activo,,291085.59,,8.35,,,2025-10-22,True
PRD-00028214,USR-10895,tarjeta_credito_hey,2025-01-02,activo,26000.0,4599.4,0.1769,33.8,,,2025-11-12,True
PRD-00028215,USR-10895,seguro_vida,2025-07-03,cancelado,,,,,,,2025-09-06,True
PRD-00028216,USR-10895,seguro_compras,2025-04-08,activo,,,,,,,2025-11-08,True
PRD-00028217,USR-10896,cuenta_debito,2023-10-30,activo,,53213.13,,,,,2025-11-05,True
PRD-00028218,USR-10896,tarjeta_credito_garantizada,2025-01-09,revision_de_pagos,11000.0,8186.2,0.7442,52.03,,,2025-11-16,True
PRD-00028219,USR-10897,cuenta_debito,2025-04-20,activo,,35279.78,,,,,2025-09-21,True
PRD-00028220,USR-10897,tarjeta_credito_hey,2025-01-18,revision_de_pagos,120000.0,99696.0,0.8308,37.51,,,2025-10-28,True
PRD-00028221,USR-10898,cuenta_debito,2023-08-12,activo,,241.4,,,,,2025-10-20,True
PRD-00028222,USR-10898,inversion_hey,2025-05-11,activo,,177790.12,,4.97,,,2025-10-06,True
PRD-00028223,USR-10899,cuenta_debito,2025-09-12,activo,,67730.87,,,,,2025-11-09,True
PRD-00028224,USR-10899,cuenta_negocios,2025-10-12,activo,,63636.45,,,,,2025-09-03,True
PRD-00028225,USR-10899,tarjeta_credito_negocios,2025-02-26,activo,303000.0,33572.4,0.1108,39.61,,,2025-11-15,True
PRD-00028226,USR-10900,cuenta_debito,2025-09-25,activo,,23540.54,,,,,2025-10-08,True
PRD-00028227,USR-10900,credito_personal,2025-11-03,activo,87000.0,74672.1,0.8583,25.54,18.0,5037.16,2025-09-19,True
PRD-00028228,USR-10901,cuenta_debito,2024-09-11,activo,,65105.5,,,,,2025-09-15,True
PRD-00028229,USR-10901,inversion_hey,2025-04-08,activo,,172924.7,,9.59,,,2025-08-31,True
PRD-00028230,USR-10901,tarjeta_credito_hey,2025-08-12,activo,85000.0,8143.0,0.0958,33.09,,,2025-09-22,True
PRD-00028231,USR-10901,credito_auto,2025-09-27,activo,273000.0,23123.1,0.0847,21.8,24.0,1197.3,2025-09-04,True
PRD-00028232,USR-10902,cuenta_debito,2024-07-29,activo,,50917.23,,,,,2025-09-28,True
PRD-00028233,USR-10902,inversion_hey,2025-05-20,activo,,201536.99,,3.69,,,2025-11-09,True
PRD-00028234,USR-10903,cuenta_debito,2024-11-25,activo,,30346.1,,,,,2025-11-25,True
PRD-00028235,USR-10903,inversion_hey,2025-04-04,activo,,379489.05,,6.07,,,2025-10-30,True
PRD-00028236,USR-10903,tarjeta_credito_hey,2025-05-06,activo,63000.0,20286.0,0.322,44.23,,,2025-11-11,True
PRD-00028237,USR-10903,seguro_vida,2025-01-01,activo,,,,,,,2025-09-22,True
PRD-00028238,USR-10903,credito_auto,2025-01-15,activo,400000.0,64720.0,0.1618,21.02,48.0,2004.8,2025-10-15,True
PRD-00028239,USR-10904,cuenta_debito,2022-08-02,activo,,84727.48,,,,,2025-10-19,True
PRD-00028240,USR-10905,cuenta_debito,2024-05-09,activo,,7188.26,,,,,2025-09-04,True
PRD-00028241,USR-10905,credito_nomina,2025-07-15,cancelado,17000.0,8552.7,0.5031,32.09,18.0,604.85,2025-09-25,True
PRD-00028242,USR-10906,cuenta_debito,2025-10-01,activo,,20210.57,,,,,2025-11-13,True
PRD-00028243,USR-10906,cuenta_negocios,2025-03-10,activo,,23860.68,,,,,2025-10-13,True
PRD-00028244,USR-10906,tarjeta_credito_negocios,2025-02-06,activo,82000.0,11693.2,0.1426,54.64,,,2025-10-14,True
PRD-00028245,USR-10906,credito_personal,2025-11-14,activo,55000.0,11643.5,0.2117,45.75,12.0,1227.18,2025-10-01,True
PRD-00028246,USR-10907,cuenta_debito,2024-10-22,activo,,16316.3,,,,,2025-11-16,True
PRD-00028247,USR-10907,inversion_hey,2025-01-05,activo,,224059.52,,9.01,,,2025-09-12,True
PRD-00028248,USR-10907,tarjeta_credito_hey,2022-09-28,activo,24000.0,6436.8,0.2682,29.81,,,2025-11-04,True
PRD-00028249,USR-10907,seguro_compras,2022-01-17,activo,,,,,,,2025-11-17,True
PRD-00028250,USR-10908,cuenta_debito,2025-05-29,activo,,13388.4,,,,,2025-11-22,True
PRD-00028251,USR-10908,tarjeta_credito_hey,2025-10-08,suspendido,68000.0,30817.6,0.4532,36.5,,,2025-11-03,True
PRD-00028252,USR-10908,credito_nomina,2025-06-19,activo,72000.0,17539.2,0.2436,23.89,24.0,926.35,2025-10-28,True
PRD-00028253,USR-10909,cuenta_debito,2025-11-22,activo,,76697.44,,,,,2025-10-29,True
PRD-00028254,USR-10910,cuenta_debito,2022-09-15,activo,,32060.64,,,,,2025-09-18,True
PRD-00028255,USR-10910,inversion_hey,2023-10-18,activo,,358135.04,,5.76,,,2025-09-29,True
PRD-00028256,USR-10910,tarjeta_credito_hey,2022-08-09,activo,56000.0,6910.4,0.1234,38.21,,,2025-11-15,True
PRD-00028257,USR-10910,seguro_vida,2022-12-23,activo,,,,,,,2025-10-14,True
PRD-00028258,USR-10911,cuenta_debito,2022-12-20,activo,,32231.51,,,,,2025-09-19,True
PRD-00028259,USR-10911,tarjeta_credito_hey,2025-08-03,activo,143000.0,65236.6,0.4562,40.37,,,2025-10-05,True
PRD-00028260,USR-10911,seguro_vida,2021-07-12,activo,,,,,,,2025-10-24,True
PRD-00028261,USR-10912,cuenta_debito,2025-08-14,activo,,75924.84,,,,,2025-09-29,True
PRD-00028262,USR-10912,tarjeta_credito_hey,2023-06-09,cancelado,14000.0,4802.0,0.343,31.34,,,2025-10-01,True
PRD-00028263,USR-10912,credito_nomina,2024-08-31,activo,11000.0,6315.1,0.5741,33.88,6.0,1158.93,2025-10-16,True
PRD-00028264,USR-10912,seguro_vida,2023-05-10,activo,,,,,,,2025-10-30,True
PRD-00028265,USR-10913,cuenta_debito,2025-10-19,activo,,55004.06,,,,,2025-11-23,True
PRD-00028266,USR-10913,tarjeta_credito_garantizada,2025-07-14,activo,14000.0,10969.0,0.7835,56.97,,,2025-10-31,True
PRD-00028267,USR-10914,cuenta_debito,2025-09-24,activo,,72089.81,,,,,2025-11-05,True
PRD-00028268,USR-10914,tarjeta_credito_hey,2025-07-29,activo,131000.0,57482.8,0.4388,37.91,,,2025-09-01,True
PRD-00028269,USR-10915,cuenta_debito,2025-05-17,activo,,25535.71,,,,,2025-11-18,True
PRD-00028270,USR-10916,cuenta_debito,2025-09-25,activo,,3588.94,,,,,2025-10-08,True
PRD-00028271,USR-10916,inversion_hey,2024-09-16,activo,,373923.93,,9.22,,,2025-09-03,True
PRD-00028272,USR-10916,tarjeta_credito_hey,2025-03-19,activo,94000.0,25539.8,0.2717,39.39,,,2025-11-24,True
PRD-00028273,USR-10916,seguro_vida,2024-12-12,activo,,,,,,,2025-09-18,True
PRD-00028274,USR-10917,cuenta_debito,2025-08-22,activo,,30861.07,,,,,2025-11-20,True
PRD-00028275,USR-10917,credito_personal,2024-10-26,revision_de_pagos,8000.0,6881.6,0.8602,38.54,24.0,415.66,2025-11-07,True
PRD-00028276,USR-10918,cuenta_debito,2024-04-02,activo,,14068.75,,,,,2025-10-26,True
PRD-00028277,USR-10918,tarjeta_credito_hey,2025-10-16,activo,81000.0,80141.4,0.9894,43.67,,,2025-09-29,True
PRD-00028278,USR-10919,cuenta_debito,2025-10-19,activo,,4313.9,,,,,2025-09-26,True
PRD-00028279,USR-10919,inversion_hey,2025-03-08,activo,,174892.89,,8.58,,,2025-09-29,True
PRD-00028280,USR-10919,tarjeta_credito_hey,2025-04-05,activo,112000.0,13619.2,0.1216,31.92,,,2025-10-04,True
PRD-00028281,USR-10919,credito_auto,2025-03-06,cancelado,325000.0,85345.0,0.2626,22.7,24.0,4457.1,2025-09-21,True
PRD-00028282,USR-10920,cuenta_debito,2023-09-30,cancelado,,57240.5,,,,,2025-10-10,True
PRD-00028283,USR-10921,cuenta_debito,2025-06-10,activo,,24430.13,,,,,2025-11-15,True
PRD-00028284,USR-10921,tarjeta_credito_hey,2024-12-30,activo,57000.0,35060.7,0.6151,31.27,,,2025-11-09,True
PRD-00028285,USR-10922,cuenta_debito,2024-08-26,activo,,23703.83,,,,,2025-11-23,True
PRD-00028286,USR-10922,tarjeta_credito_hey,2025-07-27,activo,49000.0,22608.6,0.4614,44.78,,,2025-10-19,True
PRD-00028287,USR-10923,cuenta_debito,2023-09-28,activo,,44116.02,,,,,2025-11-18,True
PRD-00028288,USR-10924,cuenta_debito,2025-09-18,activo,,40895.48,,,,,2025-11-19,True
PRD-00028289,USR-10924,tarjeta_credito_hey,2025-04-05,suspendido,82000.0,27109.2,0.3306,41.71,,,2025-10-24,True
PRD-00028290,USR-10925,cuenta_debito,2025-02-18,activo,,11259.62,,,,,2025-09-23,True
PRD-00028291,USR-10925,tarjeta_credito_hey,2025-08-06,activo,97000.0,32543.5,0.3355,39.64,,,2025-11-03,True
PRD-00028292,USR-10925,inversion_hey,2025-02-19,activo,,24742.82,,6.23,,,2025-09-15,True
PRD-00028293,USR-10925,seguro_vida,2025-01-14,activo,,,,,,,2025-11-04,True
PRD-00028294,USR-10926,cuenta_debito,2023-05-08,suspendido,,33957.12,,,,,2025-10-24,True
PRD-00028295,USR-10926,inversion_hey,2023-11-21,activo,,162282.43,,6.03,,,2025-09-12,True
PRD-00028296,USR-10927,cuenta_debito,2025-02-07,activo,,83858.13,,,,,2025-11-10,True
PRD-00028297,USR-10928,cuenta_debito,2025-04-10,cancelado,,31976.09,,,,,2025-09-18,True
PRD-00028298,USR-10928,tarjeta_credito_hey,2023-03-26,activo,18000.0,9050.4,0.5028,37.21,,,2025-09-13,True
PRD-00028299,USR-10928,credito_nomina,2025-01-06,activo,53000.0,13674.0,0.258,17.64,12.0,1251.29,2025-10-13,True
PRD-00028300,USR-10929,cuenta_debito,2025-09-19,activo,,26738.74,,,,,2025-09-25,True
PRD-00028301,USR-10929,cuenta_negocios,2024-10-06,activo,,24297.44,,,,,2025-10-08,True
PRD-00028302,USR-10929,tarjeta_credito_negocios,2024-07-27,activo,377000.0,117397.8,0.3114,52.47,,,2025-11-07,True
PRD-00028303,USR-10930,cuenta_debito,2025-10-22,activo,,73004.25,,,,,2025-09-28,True
PRD-00028304,USR-10930,inversion_hey,2025-06-18,activo,,245905.17,,9.76,,,2025-11-21,True
PRD-00028305,USR-10930,tarjeta_credito_hey,2025-03-07,activo,9000.0,2330.1,0.2589,36.03,,,2025-10-10,True
PRD-00028306,USR-10931,cuenta_debito,2025-09-24,cancelado,,6157.1,,,,,2025-11-03,True
PRD-00028307,USR-10931,inversion_hey,2025-09-25,activo,,72635.05,,9.58,,,2025-10-21,True
PRD-00028308,USR-10931,tarjeta_credito_hey,2025-08-07,activo,78000.0,6840.6,0.0877,44.33,,,2025-11-24,True
PRD-00028309,USR-10931,seguro_vida,2025-09-15,activo,,,,,,,2025-10-02,True
PRD-00028310,USR-10932,cuenta_debito,2025-09-22,activo,,7999.09,,,,,2025-10-29,True
PRD-00028311,USR-10932,inversion_hey,2024-09-11,activo,,420550.29,,7.3,,,2025-09-27,True
PRD-00028312,USR-10932,tarjeta_credito_hey,2023-03-04,activo,145000.0,24055.5,0.1659,33.78,,,2025-10-08,True
PRD-00028313,USR-10933,cuenta_debito,2025-05-06,activo,,51716.74,,,,,2025-09-03,True
PRD-00028314,USR-10933,inversion_hey,2025-07-24,cancelado,,336624.99,,7.9,,,2025-10-25,True
PRD-00028315,USR-10934,cuenta_debito,2023-11-28,activo,,81274.75,,,,,2025-10-19,True
PRD-00028316,USR-10934,tarjeta_credito_hey,2025-04-14,activo,79000.0,46491.5,0.5885,34.01,,,2025-09-11,True
PRD-00028317,USR-10934,seguro_compras,2023-03-29,activo,,,,,,,2025-10-13,True
PRD-00028318,USR-10935,cuenta_debito,2025-04-12,activo,,23728.59,,,,,2025-10-13,True
PRD-00028319,USR-10935,cuenta_negocios,2025-05-21,activo,,61910.39,,,,,2025-10-27,True
PRD-00028320,USR-10935,tarjeta_credito_negocios,2025-07-22,activo,107000.0,19420.5,0.1815,50.38,,,2025-09-17,True
PRD-00028321,USR-10936,cuenta_debito,2023-06-11,activo,,41446.07,,,,,2025-11-08,True
PRD-00028322,USR-10936,inversion_hey,2024-09-29,activo,,378015.73,,4.73,,,2025-09-21,True
PRD-00028323,USR-10936,tarjeta_credito_hey,2024-08-01,activo,32000.0,4332.8,0.1354,41.99,,,2025-11-09,True
PRD-00028324,USR-10937,cuenta_debito,2025-04-02,activo,,51563.81,,,,,2025-10-17,True
PRD-00028325,USR-10937,tarjeta_credito_hey,2025-05-02,activo,23000.0,14510.7,0.6309,28.76,,,2025-09-06,True
PRD-00028326,USR-10938,cuenta_debito,2025-01-12,activo,,73324.15,,,,,2025-11-03,True
PRD-00028327,USR-10939,cuenta_debito,2025-11-22,activo,,48540.09,,,,,2025-09-27,True
PRD-00028328,USR-10939,tarjeta_credito_hey,2023-02-10,activo,117000.0,22382.1,0.1913,32.06,,,2025-08-31,True
PRD-00028329,USR-10939,credito_nomina,2021-10-11,activo,73000.0,40281.4,0.5518,33.4,12.0,3994.59,2025-09-19,True
PRD-00028330,USR-10940,cuenta_debito,2024-04-17,activo,,11340.22,,,,,2025-11-23,True
PRD-00028331,USR-10940,inversion_hey,2022-01-27,activo,,154623.95,,4.26,,,2025-11-05,True
PRD-00028332,USR-10940,tarjeta_credito_hey,2021-10-25,activo,30000.0,7128.0,0.2376,28.24,,,2025-09-07,True
PRD-00028333,USR-10940,seguro_vida,2024-10-23,activo,,,,,,,2025-11-22,True
PRD-00028334,USR-10941,cuenta_debito,2025-09-08,activo,,61923.92,,,,,2025-09-25,True
PRD-00028335,USR-10941,inversion_hey,2024-08-04,activo,,151663.71,,4.76,,,2025-11-24,True
PRD-00028336,USR-10941,tarjeta_credito_hey,2022-02-25,activo,144000.0,12456.0,0.0865,35.82,,,2025-10-30,True
PRD-00028337,USR-10942,cuenta_debito,2025-04-11,cancelado,,80597.73,,,,,2025-11-13,True
PRD-00028338,USR-10942,tarjeta_credito_hey,2024-11-11,activo,110000.0,43670.0,0.397,31.07,,,2025-09-21,True
PRD-00028339,USR-10943,cuenta_debito,2025-04-29,activo,,1317.14,,,,,2025-10-11,True
PRD-00028340,USR-10943,tarjeta_credito_hey,2024-05-04,activo,9000.0,4642.2,0.5158,41.15,,,2025-09-17,True
PRD-00028341,USR-10943,credito_nomina,2024-10-01,activo,22000.0,10962.6,0.4983,20.9,12.0,1020.24,2025-09-26,True
PRD-00028342,USR-10944,cuenta_debito,2025-11-19,activo,,68688.24,,,,,2025-10-29,True
PRD-00028343,USR-10944,inversion_hey,2023-12-25,activo,,89144.34,,7.33,,,2025-09-29,True
PRD-00028344,USR-10944,tarjeta_credito_hey,2022-01-12,activo,127000.0,13309.6,0.1048,28.18,,,2025-09-17,True
PRD-00028345,USR-10944,seguro_vida,2025-02-04,activo,,,,,,,2025-09-02,True
PRD-00028346,USR-10945,cuenta_debito,2025-11-07,activo,,38091.22,,,,,2025-11-14,True
PRD-00028347,USR-10945,inversion_hey,2025-05-01,activo,,484147.77,,9.46,,,2025-10-02,True
PRD-00028348,USR-10945,tarjeta_credito_hey,2024-11-03,activo,14000.0,1132.6,0.0809,34.76,,,2025-09-27,True
PRD-00028349,USR-10945,seguro_vida,2025-05-07,activo,,,,,,,2025-11-10,True
PRD-00028350,USR-10946,cuenta_debito,2024-07-01,activo,,30051.96,,,,,2025-08-31,True
PRD-00028351,USR-10946,tarjeta_credito_hey,2025-01-15,activo,47000.0,30921.3,0.6579,43.37,,,2025-10-12,True
PRD-00028352,USR-10947,cuenta_debito,2025-11-14,activo,,64644.18,,,,,2025-10-11,True
PRD-00028353,USR-10947,tarjeta_credito_hey,2025-03-05,activo,17000.0,8022.3,0.4719,43.1,,,2025-08-31,True
PRD-00028354,USR-10947,seguro_compras,2025-04-02,activo,,,,,,,2025-09-30,True
PRD-00028355,USR-10948,cuenta_debito,2025-07-16,activo,,41990.06,,,,,2025-09-01,True
PRD-00028356,USR-10948,credito_nomina,2025-09-21,activo,43000.0,20317.5,0.4725,26.7,24.0,1101.78,2025-09-22,True
PRD-00028357,USR-10948,inversion_hey,2025-06-11,activo,,55700.14,,7.59,,,2025-11-13,True
PRD-00028358,USR-10948,seguro_vida,2025-08-14,activo,,,,,,,2025-11-07,True
PRD-00028359,USR-10949,cuenta_debito,2024-12-05,activo,,61551.71,,,,,2025-11-21,True
PRD-00028360,USR-10949,tarjeta_credito_hey,2025-05-17,activo,47000.0,24331.9,0.5177,45.44,,,2025-09-13,True
PRD-00028361,USR-10950,cuenta_debito,2022-01-30,suspendido,,1457.17,,,,,2025-10-06,True
PRD-00028362,USR-10950,tarjeta_credito_hey,2022-10-21,cancelado,68000.0,45770.8,0.6731,40.23,,,2025-10-24,True
PRD-00028363,USR-10951,cuenta_debito,2025-09-05,activo,,76450.11,,,,,2025-10-11,True
PRD-00028364,USR-10951,tarjeta_credito_hey,2024-04-23,activo,66000.0,51902.4,0.7864,39.55,,,2025-10-23,True
PRD-00028365,USR-10951,credito_personal,2025-04-10,activo,13000.0,10813.4,0.8318,41.65,24.0,671.32,2025-10-16,True
PRD-00028366,USR-10952,cuenta_debito,2025-11-07,activo,,79047.44,,,,,2025-10-09,True
PRD-00028367,USR-10952,tarjeta_credito_hey,2025-11-27,activo,79000.0,45914.8,0.5812,41.36,,,2025-10-19,True
PRD-00028368,USR-10952,seguro_compras,2025-11-09,activo,,,,,,,2025-09-17,True
PRD-00028369,USR-10953,cuenta_debito,2025-04-11,activo,,17339.3,,,,,2025-09-19,True
PRD-00028370,USR-10953,seguro_vida,2025-09-16,activo,,,,,,,2025-11-25,True
PRD-00028371,USR-10954,cuenta_debito,2025-03-14,activo,,29286.97,,,,,2025-09-29,True
PRD-00028372,USR-10954,tarjeta_credito_hey,2025-10-02,activo,7000.0,2524.2,0.3606,37.54,,,2025-11-15,True
PRD-00028373,USR-10955,cuenta_debito,2025-01-15,activo,,76772.33,,,,,2025-11-18,True
PRD-00028374,USR-10955,tarjeta_credito_hey,2025-10-18,activo,67000.0,29553.7,0.4411,41.38,,,2025-11-03,True
PRD-00028375,USR-10955,seguro_compras,2025-03-29,activo,,,,,,,2025-10-27,True
PRD-00028376,USR-10956,cuenta_debito,2024-11-22,activo,,62422.63,,,,,2025-11-28,True
PRD-00028377,USR-10956,tarjeta_credito_hey,2025-08-05,cancelado,41000.0,11307.8,0.2758,30.73,,,2025-10-25,True
PRD-00028378,USR-10957,cuenta_debito,2025-06-11,activo,,76453.88,,,,,2025-10-03,True
PRD-00028379,USR-10958,cuenta_debito,2025-10-29,activo,,33087.17,,,,,2025-09-02,True
PRD-00028380,USR-10958,tarjeta_credito_negocios,2025-06-15,activo,232000.0,84680.0,0.365,37.8,,,2025-09-01,True
PRD-00028381,USR-10958,credito_auto,2025-04-23,activo,66000.0,7682.4,0.1164,18.22,24.0,384.35,2025-11-11,True
PRD-00028382,USR-10959,cuenta_debito,2025-08-01,activo,,5737.11,,,,,2025-10-02,True
PRD-00028383,USR-10959,tarjeta_credito_hey,2022-07-23,activo,16000.0,7891.2,0.4932,28.02,,,2025-09-09,True
PRD-00028384,USR-10959,seguro_compras,2022-12-29,activo,,,,,,,2025-09-14,True
PRD-00028385,USR-10960,cuenta_debito,2024-05-17,suspendido,,22207.95,,,,,2025-09-09,True
PRD-00028386,USR-10961,cuenta_debito,2025-04-26,activo,,73316.12,,,,,2025-09-25,True
PRD-00028387,USR-10962,cuenta_debito,2025-07-12,activo,,11282.5,,,,,2025-09-27,True
PRD-00028388,USR-10962,inversion_hey,2024-11-08,activo,,241430.5,,5.88,,,2025-11-05,True
PRD-00028389,USR-10962,tarjeta_credito_hey,2024-10-17,activo,145000.0,10933.0,0.0754,45.95,,,2025-09-01,True
PRD-00028390,USR-10962,seguro_vida,2025-11-01,activo,,,,,,,2025-09-28,True
PRD-00028391,USR-10963,cuenta_debito,2023-12-11,activo,,1889.33,,,,,2025-11-24,True
PRD-00028392,USR-10963,tarjeta_credito_hey,2023-07-01,activo,71000.0,22563.8,0.3178,35.12,,,2025-10-20,True
PRD-00028393,USR-10963,credito_nomina,2022-03-31,activo,13000.0,6500.0,0.5,33.05,6.0,1190.13,2025-09-10,True
PRD-00028394,USR-10964,cuenta_debito,2023-08-02,activo,,62959.32,,,,,2025-10-19,True
PRD-00028395,USR-10964,credito_personal,2021-12-17,activo,25000.0,23150.0,0.926,40.75,18.0,1740.04,2025-11-25,True
PRD-00028396,USR-10965,cuenta_debito,2025-10-24,activo,,44249.32,,,,,2025-10-12,True
PRD-00028397,USR-10966,cuenta_debito,2025-08-15,activo,,35287.5,,,,,2025-10-03,True
PRD-00028398,USR-10966,inversion_hey,2025-10-24,activo,,59046.87,,4.45,,,2025-10-30,True
PRD-00028399,USR-10966,tarjeta_credito_hey,2025-10-09,activo,54000.0,12101.4,0.2241,34.29,,,2025-10-07,True
PRD-00028400,USR-10967,cuenta_debito,2025-03-01,cancelado,,67122.72,,,,,2025-11-25,True
PRD-00028401,USR-10968,cuenta_debito,2024-01-01,activo,,54822.17,,,,,2025-11-14,True
PRD-00028402,USR-10968,tarjeta_credito_hey,2022-12-17,activo,68000.0,17904.4,0.2633,34.72,,,2025-09-29,True
PRD-00028403,USR-10969,cuenta_debito,2022-07-30,cancelado,,9685.03,,,,,2025-10-05,True
PRD-00028404,USR-10970,cuenta_debito,2024-05-27,activo,,62042.2,,,,,2025-09-10,True
PRD-00028405,USR-10970,tarjeta_credito_hey,2023-09-26,activo,48000.0,26510.4,0.5523,33.12,,,2025-09-15,True
PRD-00028406,USR-10970,credito_nomina,2025-11-10,activo,42000.0,16879.8,0.4019,22.76,18.0,1115.71,2025-10-31,True
PRD-00028407,USR-10971,cuenta_debito,2024-10-16,activo,,33546.23,,,,,2025-11-05,True
PRD-00028408,USR-10971,tarjeta_credito_hey,2023-01-27,activo,111000.0,37684.5,0.3395,33.42,,,2025-10-21,True
PRD-00028409,USR-10972,cuenta_debito,2023-02-07,activo,,45868.51,,,,,2025-11-28,True
PRD-00028410,USR-10972,tarjeta_credito_hey,2023-01-03,activo,147000.0,39704.7,0.2701,44.39,,,2025-11-23,True
PRD-00028411,USR-10972,credito_nomina,2022-12-27,activo,21000.0,7868.7,0.3747,24.03,18.0,524.97,2025-10-08,True
PRD-00028412,USR-10972,inversion_hey,2024-09-17,activo,,56440.45,,4.41,,,2025-09-19,True
PRD-00028413,USR-10973,cuenta_debito,2025-05-27,activo,,28661.05,,,,,2025-09-13,True
PRD-00028414,USR-10973,inversion_hey,2025-07-13,activo,,429798.23,,8.61,,,2025-10-11,True
PRD-00028415,USR-10973,tarjeta_credito_hey,2025-09-23,activo,13000.0,3645.2,0.2804,33.5,,,2025-11-25,True
PRD-00028416,USR-10974,cuenta_debito,2025-03-29,activo,,17003.09,,,,,2025-09-07,True
PRD-00028417,USR-10974,cuenta_negocios,2024-07-25,activo,,55745.69,,,,,2025-08-30,True
PRD-00028418,USR-10974,tarjeta_credito_negocios,2025-09-16,suspendido,161000.0,33021.1,0.2051,36.7,,,2025-09-20,True
PRD-00028419,USR-10975,cuenta_debito,2023-11-07,activo,,69512.77,,,,,2025-10-14,True
PRD-00028420,USR-10975,inversion_hey,2022-09-26,activo,,2996.98,,7.93,,,2025-09-30,True
PRD-00028421,USR-10976,cuenta_debito,2024-08-05,activo,,48545.96,,,,,2025-11-13,True
PRD-00028422,USR-10976,inversion_hey,2024-03-21,activo,,392143.75,,6.69,,,2025-09-03,True
PRD-00028423,USR-10976,tarjeta_credito_hey,2025-01-22,activo,59000.0,14903.4,0.2526,38.21,,,2025-09-06,True
PRD-00028424,USR-10976,seguro_compras,2025-05-15,cancelado,,,,,,,2025-09-16,True
PRD-00028425,USR-10977,cuenta_debito,2025-02-13,activo,,39123.24,,,,,2025-09-13,True
PRD-00028426,USR-10977,tarjeta_credito_hey,2025-04-13,activo,116000.0,53858.8,0.4643,27.54,,,2025-10-19,True
PRD-00028427,USR-10977,credito_nomina,2025-03-22,activo,60000.0,18582.0,0.3097,29.81,18.0,1292.84,2025-10-24,True
PRD-00028428,USR-10978,cuenta_debito,2022-06-10,activo,,63297.48,,,,,2025-10-16,True
