user_id,nodos_financieros,nodos_conversacionales,tags_personalidad,perfil_final_tda,necesidad_principal
USR-10886,['cube89_cluster0'],['cube25_cluster24'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Viajero Frecuente,"Pesos, Mil, Meses, 000, Si"
USR-10887,['cube176_cluster2'],['cube23_cluster4'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Atención, Número, Clientes, Cliente, Centro"
USR-10888,"['cube132_cluster1', 'cube133_cluster0', 'cube151_cluster1', 'cube152_cluster0']",['cube3_cluster22'],['Viajero Frecuente'],Especialista: Viajero Frecuente + promedio_salud,"Token, Correcto, Encuentro, Cómo, Dice"
USR-10889,"['cube154_cluster1', 'cube173_cluster2']","['cube6_cluster8', 'cube14_cluster84']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Meses, 000, Enganche, 60, 36"
USR-10890,"['cube149_cluster0', 'cube150_cluster0']",['cube3_cluster4'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + patron_uso_atipico,Desconocido/Ninguno
USR-10891,"['cube157_cluster0', 'cube158_cluster1']","['cube7_cluster55', 'cube8_cluster30', 'cube15_cluster30', 'cube16_cluster23']","['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: frecuencia_servicios_digitales + Perfil Foodie (Gasto en Restaurantes),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-10892,"['cube162_cluster1', 'cube163_cluster0', 'cube180_cluster0', 'cube181_cluster1']","['cube41_cluster18', 'cube42_cluster13']","['Viajero Frecuente', 'Inversor en Educación']",Especialista: Inversor en Educación + Viajero Frecuente,Desconocido/Ninguno
USR-10893,"['cube224_cluster0', 'cube225_cluster2', 'cube240_cluster0', 'cube241_cluster1']",['cube9_cluster10'],"['Usuario Estándar', 'Entusiasta de la Marca (Hey Fan Shop)', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: promedio_salud + Entusiasta de la Marca (Hey Fan Shop),"Dinero, Pago, Puedo, Compra, Si"
USR-10894,"['cube210_cluster0', 'cube211_cluster2']","['cube7_cluster1', 'cube8_cluster5', 'cube15_cluster51', 'cube16_cluster53']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Inversor en Educación,"Puedo, Física, Si, Cómo, Solicitar"
USR-10895,['cube235_cluster2'],['cube28_cluster20'],['Inversor en Educación'],Especialista: Inversor en Educación + frecuencia_salud,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-10896,"['cube89_cluster1', 'cube108_cluster0']","['cube32_cluster24', 'cube33_cluster38']","['Usuario Estándar', 'Usuario en Riesgo de Abandono (Inactivo)']",Especialista: frecuencia_retiro_cajero + Usuario en Riesgo de Abandono (Inactivo),"Dinero, Pago, Puedo, Compra, Si"
USR-10897,['cube176_cluster2'],"['cube33_cluster25', 'cube34_cluster1']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Si, Puedo, Quiero, Aparece, Cómo"
USR-10898,"['cube36_cluster1', 'cube37_cluster1']","['cube27_cluster1', 'cube35_cluster33']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Inversor en Educación,"Seguro, Auto, Póliza, Puedo, Quiero"
USR-10899,"['cube250_cluster1', 'cube251_cluster1']","['cube23_cluster30', 'cube31_cluster19']","['Responsable del Hogar (Gasto Elevado)', 'Viajero de Alto Valor (Premium)']",Especialista: Viajero de Alto Valor (Premium) + Responsable del Hogar (Gasto Elevado),"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-10900,"['cube136_cluster0', 'cube137_cluster0']",['cube6_cluster1'],['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-10901,"['cube204_cluster0', 'cube205_cluster1']",['cube3_cluster19'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Token, Correcto, Encuentro, Cómo, Dice"
USR-10902,"['cube204_cluster0', 'cube205_cluster1']",['cube27_cluster27'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Crédito, Personal, Credito, Puedo, Quiero"
USR-10903,['cube84_cluster2'],['cube17_cluster0'],['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Cómo, Abrir, Puedo, Si, Validar"
USR-10904,"['cube78_cluster2', 'cube98_cluster2']","['cube16_cluster100', 'cube17_cluster24']","['Inversor en Educación', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Cargo, Reportar, Reconocido, Cómo, Reporte"
USR-10905,"['cube36_cluster0', 'cube37_cluster0', 'cube51_cluster2', 'cube52_cluster1']","['cube6_cluster16', 'cube7_cluster15', 'cube14_cluster44', 'cube15_cluster5']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Crédito, Línea, Aumento, Aumentar, Linea"
USR-10906,"['cube268_cluster1', 'cube269_cluster1']","['cube14_cluster28', 'cube15_cluster0', 'cube23_cluster56', 'cube24_cluster4']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Atención, Número, Clientes, Cliente, Centro"
USR-10907,"['cube36_cluster1', 'cube37_cluster1']","['cube32_cluster13', 'cube33_cluster36']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Inversor en Educación,"Dinero, Pago, Puedo, Compra, Si"
USR-10908,['cube198_cluster2'],['cube32_cluster18'],['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-10909,"['cube52_cluster0', 'cube53_cluster1', 'cube69_cluster2', 'cube70_cluster2']","['cube17_cluster78', 'cube26_cluster151']","['Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + Perfil de Ocio y Entretenimiento,"Si, Puedo, Quiero, Aparece, Cómo"
USR-10910,"['cube141_cluster1', 'cube142_cluster1', 'cube160_cluster1', 'cube161_cluster0']","['cube8_cluster1', 'cube9_cluster4']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-10911,"['cube31_cluster1', 'cube48_cluster0']","['cube33_cluster7', 'cube34_cluster56']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Movimiento, Movimientos, Reconozco, Reconocido, Reportar"
USR-10912,"['cube77_cluster2', 'cube78_cluster2']","['cube7_cluster8', 'cube8_cluster13', 'cube15_cluster1', 'cube16_cluster90']","['Cliente de Nómina (Alta Fidelidad)', 'Inversor en Educación']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Atención, Número, Clientes, Cliente, Centro"
USR-10913,['cube193_cluster0'],['cube3_cluster18'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Token, Correcto, Encuentro, Cómo, Dice"
USR-10914,"['cube261_cluster0', 'cube262_cluster2', 'cube274_cluster0', 'cube275_cluster2']","['cube14_cluster39', 'cube15_cluster69']","['Perfil Internacional / Global User', 'Perfil de Ocio y Entretenimiento', 'Usuario Estándar']",Especialista: Perfil Internacional / Global User + frecuencia_servicios_digitales,Desconocido/Ninguno
USR-10915,"['cube77_cluster0', 'cube78_cluster2']",['cube3_cluster28'],"['Viajero Frecuente', 'Inversor en Educación']",Especialista: Inversor en Educación + Estudiante o Profesional en Formación,"Si, Puedo, Quiero, Aparece, Cómo"
USR-10916,['cube67_cluster1'],"['cube15_cluster21', 'cube16_cluster114']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-10917,['cube34_cluster0'],"['cube26_cluster136', 'cube27_cluster25', 'cube34_cluster43', 'cube35_cluster29']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-10918,"['cube265_cluster0', 'cube278_cluster0']","['cube5_cluster5', 'cube6_cluster46', 'cube13_cluster9', 'cube14_cluster62']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Usuario Tradicional (Uso de Efectivo),"Auto, Crédito, Quiero, Automotriz, Credito"
USR-10919,"['cube189_cluster0', 'cube202_cluster0']",['cube35_cluster15'],"['Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-10920,"['cube255_cluster0', 'cube267_cluster0']","['cube15_cluster26', 'cube24_cluster26']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),Desconocido/Ninguno
USR-10921,['cube95_cluster2'],"['cube10_cluster0', 'cube18_cluster17']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-10922,['cube160_cluster2'],"['cube34_cluster85', 'cube35_cluster45']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,
USR-10923,['cube217_cluster0'],"['cube43_cluster2', 'cube44_cluster2']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-10924,['cube132_cluster1'],"['cube27_cluster40', 'cube35_cluster16']",['Viajero Frecuente'],Especialista: Viajero Frecuente + promedio_salud,"Pay, Apple, Verificar, Cómo, Puedo"
USR-10925,"['cube31_cluster1', 'cube48_cluster0']","['cube28_cluster10', 'cube36_cluster1']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Préstamo, Personal, Quiero, Puedo, Solicitar"
USR-10926,"['cube122_cluster2', 'cube123_cluster0']","['cube35_cluster12', 'cube36_cluster0']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,Desconocido/Ninguno
USR-10927,"['cube62_cluster0', 'cube81_cluster2']",['cube24_cluster45'],"['Perfil de Ocio y Entretenimiento', 'Cliente de Nómina (Alta Fidelidad)']",Especialista: Cliente de Nómina (Alta Fidelidad),"Número, Teléfono, Numero, Puedo, Llamar"
USR-10928,"['cube134_cluster2', 'cube135_cluster0']","['cube16_cluster94', 'cube25_cluster38']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),Desconocido/Ninguno
USR-10929,"['cube23_cluster0', 'cube24_cluster0']","['cube14_cluster59', 'cube15_cluster69']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + promedio_transporte,"Auto, Crédito, Quiero, Automotriz, Credito"
USR-10930,['cube165_cluster0'],"['cube22_cluster16', 'cube23_cluster20', 'cube30_cluster11', 'cube31_cluster21']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-10931,"['cube228_cluster1', 'cube243_cluster1']","['cube17_cluster80', 'cube18_cluster28']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-10932,"['cube31_cluster2', 'cube48_cluster1']","['cube41_cluster11', 'cube42_cluster10']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + promedio_salud,Desconocido/Ninguno
USR-10933,['cube84_cluster2'],"['cube6_cluster7', 'cube7_cluster15', 'cube14_cluster44', 'cube15_cluster67']",['Estudiante o Profesional en Formación'],Especialista: Estudiante o Profesional en Formación + Viajero Frecuente,"Préstamo, Personal, Quiero, Puedo, Solicitar"
USR-10934,"['cube38_cluster0', 'cube53_cluster0']",['cube25_cluster1'],"['Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Dinero, Pago, Puedo, Compra, Si"
USR-10935,"['cube13_cluster0', 'cube21_cluster0']","['cube33_cluster67', 'cube34_cluster46']","['Usuario Estándar', 'Viajero de Alto Valor (Premium)']",Especialista: promedio_transporte + Perfil Familiar (Gastos de Casa),Desconocido/Ninguno
USR-10936,"['cube194_cluster1', 'cube209_cluster0']",['cube3_cluster12'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Crédito, Aparece, Puedo, Credito, Garantizada"
USR-10937,"['cube127_cluster0', 'cube147_cluster0']","['cube26_cluster22', 'cube34_cluster62']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Puedo, Física, Si, Cómo, Solicitar"
USR-10938,['cube189_cluster2'],"['cube26_cluster2', 'cube34_cluster10']",['Perfil de Ocio y Entretenimiento'],Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Puedo, Física, Si, Cómo, Solicitar"
USR-10939,"['cube265_cluster0', 'cube278_cluster2']","['cube12_cluster2', 'cube21_cluster2']",['Usuario de Movilidad Urbana (Apps/Transporte)'],Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-10940,"['cube79_cluster0', 'cube80_cluster0', 'cube99_cluster0', 'cube100_cluster1']",['cube3_cluster29'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: patron_uso_atipico + Inversor en Educación,"Si, Puedo, Quiero, Aparece, Cómo"
USR-10941,"['cube215_cluster0', 'cube232_cluster1']","['cube8_cluster27', 'cube9_cluster3']","['Usuario Estándar', 'Perfil Familiar (Gastos de Casa)']",Especialista: promedio_entretenimiento + Viajero Frecuente,
USR-10942,"['cube237_cluster2', 'cube252_cluster1']","['cube12_cluster6', 'cube21_cluster6']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Tech-Savvy,Desconocido/Ninguno
USR-10943,"['cube173_cluster0', 'cube174_cluster2', 'cube190_cluster0', 'cube191_cluster1']",['cube29_cluster0'],"['Inversor en Educación', 'Cliente de Nómina (Alta Fidelidad)', 'Perfil de Alerta (Comportamiento Inusual)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,
USR-10944,"['cube156_cluster2', 'cube157_cluster1', 'cube175_cluster0', 'cube176_cluster0']","['cube5_cluster6', 'cube6_cluster0']","['Viajero Frecuente', 'Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Pesos, Mil, Meses, 000, Si"
USR-10945,"['cube238_cluster1', 'cube253_cluster0']","['cube6_cluster31', 'cube7_cluster27']","['Viajero Frecuente', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),"Crédito, Personal, Credito, Puedo, Quiero"
USR-10946,"['cube218_cluster2', 'cube235_cluster2']",['cube25_cluster65'],"['Inversor en Educación', 'Usuario Estándar']",Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,Desconocido/Ninguno
USR-10947,['cube205_cluster0'],"['cube25_cluster41', 'cube26_cluster12', 'cube33_cluster44', 'cube34_cluster34']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-10948,"['cube82_cluster0', 'cube83_cluster0', 'cube102_cluster1', 'cube103_cluster0']",['cube14_cluster12'],"['Usuario Estándar', 'Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Auto, 000, Enganche, Quiero, Meses"
USR-10949,"['cube119_cluster2', 'cube120_cluster0']","['cube28_cluster21', 'cube29_cluster24']","['Perfil de Alerta (Comportamiento Inusual)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-10950,['cube82_cluster0'],"['cube41_cluster5', 'cube42_cluster5']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-10951,['cube176_cluster0'],"['cube32_cluster46', 'cube33_cluster56']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + patron_uso_atipico,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-10952,['cube189_cluster2'],['cube3_cluster32'],['Perfil de Ocio y Entretenimiento'],Especialista: Perfil de Ocio y Entretenimiento + frecuencia_servicios_digitales,"Clave, Interbancaria, Puedo, Ver, Dónde"
USR-10953,"['cube126_cluster0', 'cube146_cluster0']","['cube12_cluster6', 'cube21_cluster6']",['Usuario Estándar'],Especialista: patron_uso_atipico,Desconocido/Ninguno
USR-10954,"['cube265_cluster0', 'cube278_cluster2']",['cube33_cluster54'],['Usuario de Movilidad Urbana (Apps/Transporte)'],Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Dinero, Pago, Puedo, Compra, Si"
USR-10955,['cube160_cluster2'],['cube33_cluster53'],['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-10956,"['cube20_cluster1', 'cube32_cluster1']","['cube6_cluster31', 'cube7_cluster27']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-10957,"['cube189_cluster0', 'cube202_cluster0']","['cube24_cluster28', 'cube25_cluster2']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-10958,"['cube204_cluster1', 'cube205_cluster2', 'cube219_cluster1', 'cube220_cluster0']",['cube25_cluster136'],"['Usuario Estándar', 'Viajero de Alto Valor (Premium)']",Especialista: promedio_transporte + Viajero de Alto Valor (Premium),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-10959,"['cube237_cluster0', 'cube238_cluster0', 'cube252_cluster0', 'cube253_cluster1']","['cube25_cluster12', 'cube26_cluster158']","['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Puedo, Física, Si, Cómo, Solicitar"
USR-10960,"['cube157_cluster0', 'cube158_cluster0', 'cube176_cluster0', 'cube177_cluster0']","['cube14_cluster72', 'cube15_cluster44', 'cube23_cluster17', 'cube24_cluster9']","['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Si, Puedo, Quiero, Aparece, Cómo"
USR-10961,['cube160_cluster2'],"['cube6_cluster11', 'cube14_cluster5']",['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Préstamo, Personal, Quiero, Puedo, Solicitar"
USR-10962,"['cube29_cluster2', 'cube30_cluster1']","['cube27_cluster53', 'cube35_cluster17']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-10963,"['cube265_cluster0', 'cube278_cluster2']","['cube5_cluster5', 'cube6_cluster5', 'cube13_cluster9', 'cube14_cluster40']",['Usuario de Movilidad Urbana (Apps/Transporte)'],Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Meses, 000, Enganche, 60, 36"
USR-10964,"['cube116_cluster1', 'cube117_cluster1', 'cube134_cluster0', 'cube135_cluster0']","['cube14_cluster28', 'cube15_cluster62', 'cube23_cluster46', 'cube24_cluster74']","['Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Débito, Deuda, Debito, Crédito, Si"
USR-10965,"['cube233_cluster0', 'cube248_cluster2']",['cube3_cluster7'],['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-10966,"['cube122_cluster2', 'cube123_cluster0']","['cube28_cluster26', 'cube29_cluster21']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-10967,"['cube149_cluster0', 'cube150_cluster0']",['cube25_cluster123'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + patron_uso_atipico,"Dinero, Pago, Puedo, Compra, Si"
USR-10968,"['cube36_cluster0', 'cube37_cluster0', 'cube51_cluster2', 'cube52_cluster1']","['cube12_cluster1', 'cube21_cluster1']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),Desconocido/Ninguno
USR-10969,"['cube20_cluster1', 'cube32_cluster1']",['cube14_cluster4'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Auto, Crédito, Quiero, Automotriz, Credito"
USR-10970,['cube187_cluster2'],['cube35_cluster10'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Límite, Depósitos, Puedo, Cuál, Depósito"
USR-10971,['cube235_cluster2'],"['cube23_cluster18', 'cube31_cluster22']",['Inversor en Educación'],Especialista: Inversor en Educación + frecuencia_salud,"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-10972,"['cube206_cluster2', 'cube221_cluster0']",['cube29_cluster22'],['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-10973,"['cube194_cluster1', 'cube209_cluster0']","['cube16_cluster16', 'cube17_cluster16']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Atención, Número, Clientes, Cliente, Centro"
USR-10974,"['cube286_cluster0', 'cube287_cluster2']",['cube33_cluster99'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Viajero de Alto Valor (Premium),"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-10975,"['cube39_cluster0', 'cube40_cluster0', 'cube54_cluster0', 'cube55_cluster0']",['cube17_cluster33'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Pesos, Mil, Meses, 000, Si"
USR-10976,"['cube43_cluster1', 'cube44_cluster0']","['cube26_cluster48', 'cube27_cluster4', 'cube34_cluster66', 'cube35_cluster27']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,Desconocido/Ninguno
USR-10977,"['cube112_cluster0', 'cube113_cluster0', 'cube128_cluster2', 'cube129_cluster2']","['cube28_cluster34', 'cube29_cluster23']","['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Cliente de Nómina (Alta Fidelidad),"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-10978,"['cube238_cluster2', 'cube253_cluster0']","['cube17_cluster49', 'cube26_cluster54']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: patron_uso_atipico + Cliente de Nómina (Alta Fidelidad),Desconocido/Ninguno
USR-10979,"['cube172_cluster0', 'cube173_cluster1']",['cube26_cluster50'],['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Puedo, Física, Si, Cómo, Solicitar"
USR-10980,['cube200_cluster1'],"['cube25_cluster24', 'cube33_cluster24']",['Usuario Estándar'],Especialista: promedio_transporte + Responsable del Hogar (Gasto Elevado),Desconocido/Ninguno
USR-10981,['cube89_cluster0'],"['cube6_cluster30', 'cube7_cluster41']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Viajero Frecuente,"Auto, Crédito, Quiero, Automotriz, Credito"
USR-10982,['cube34_cluster0'],"['cube26_cluster28', 'cube34_cluster33']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Virtual, Puedo, Cambiar, Cómo, Si"
USR-10983,"['cube67_cluster2', 'cube68_cluster0', 'cube86_cluster1', 'cube87_cluster0']",['cube29_cluster0'],['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,
USR-10984,['cube212_cluster2'],"['cube6_cluster36', 'cube7_cluster18', 'cube14_cluster32', 'cube15_cluster37']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Pesos, Mil, Meses, 000, Si"
USR-10985,"['cube182_cluster0', 'cube195_cluster0']","['cube28_cluster3', 'cube29_cluster6']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-10986,['cube114_cluster1'],['cube25_cluster9'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Dinero, Pago, Puedo, Compra, Si"
USR-10987,"['cube162_cluster1', 'cube180_cluster0']","['cube25_cluster105', 'cube26_cluster100', 'cube33_cluster79', 'cube34_cluster74']","['Viajero Frecuente', 'Inversor en Educación']",Especialista: Inversor en Educación + Viajero Frecuente,"Número, Teléfono, Numero, Puedo, Llamar"
USR-10988,"['cube134_cluster2', 'cube135_cluster0']",['cube25_cluster94'],"['Cliente de Nómina (Alta Fidelidad)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Dinero, Pago, Puedo, Compra, Si"
